current,168,current:1,adjective,,"/ˈkər-ənt, ˈkə-rənt/","running, flowing.","Middle English curraunt, from Anglo-French corant, present participle of cure, courre to run, from Latin currere car",english words
posts,169,post:1,noun,post,/ˈpōst/,a piece (as of timber or metal) fixed firmly in an upright position especially as a stay or support :pillar column.,"Middle English, from Old English, from Latin postis; probably akin to Latin por- forward and to Latin stare to stand portend, stand",english words
big,170,big:1,adjective,big,/ˈbig/,of great strength.,"Middle English, perhaps of Scandinavian origin; akin to Norwegian dialect bugge important man",english words
media,171,media:1,noun,,/ˈmē-dē-ə/,a voiced stop.,plural of medium,english words
law,172,law:1,noun,law,/ˈlȯ/,a binding custom or practice of a community :a rule of conduct or action prescribed or formally recognized as binding or enforced by a controlling authority.,"Middle English, from Old English lagu, of Scandinavian origin; akin to Old Norse lǫg law; akin to Old English licgan to lie lie",english words
control,173,control:1,verb,con*trol,/kən-ˈtrōl/,"to check, test, or verify by evidence or experiments.","Middle English countrollen, from Anglo-French contrerouler, from contreroule copy of an account, audit, from Medieval Latin contrarotulus, from Latin contra- + Medieval Latin rotulus roll roll",english words
water,174,water:1,noun,wa*ter,"/ˈwȯ-tər, ˈwä-/","the liquid that descends from the clouds as rain, forms streams, lakes, and seas, and is a major constituent of all living matter and that when pure is an odorless, tasteless, very slightly compressible liquid oxide of hydrogen H2O which appears bluish in thick layers, freezes at 0° C and boils at 100° C, has a maximum density at 4° C and a high specific heat, is feebly ionized to hydrogen and hydroxyl ions, and is a poor conductor of electricity and a good solvent.","Middle English, from Old English wæter; akin to Old High German wazzar water, Greek hydōr, Latin unda wave",english words
history,175,history:1,noun,his*to*ry,/ˈhis-t(ə-)rē/,"tale, story.","Middle English histoire, historie, from Anglo-French estoire, histoire, from Latin historia, from Greek, inquiry, history, from histōr, istōr knowing, learned; akin to Greek eidenai to know wit",english words
pictures,176,picture:1,noun,pic*ture,/ˈpik-chər/,"a design or representation made by various means (as painting, drawing, or photography).","Middle English, from Latin pictura, from pictus, past participle of pingere to paint paint",english words
size,177,size:1,noun,size,/ˈsīz/,assize 2a.,"Middle English sise assize, from Anglo-French, short for assise assize",english words
art,178,"art:Middle English, from Old English eart; akin to Old Norse est, ert (thou) art, Old English is is",Origin,,"/ˈärt, ərt/","Middle English, from Old English eart; akin to Old Norse est, ert (thou) art, Old English is is.","Middle English, from Old English eart; akin to Old Norse est, ert (thou) art, Old English is is",english words
personal,179,personal:1,adjective,per*son*al,"/ˈpərs-nəl, ˈpər-sə-nəl/","of, relating to, or affecting a particular person :private individual.","Middle English, from Anglo-French personel, from Late Latin personalis, from Latin persona",english words
since,180,since:1,adverb,,/ˈsin(t)s/,from a definite past time until now.,"Middle English sins, contraction of sithens, from sithen, from Old English siththan, from sīth tham after that, from sīth after, late + tham, dative of thæt that; akin to Old High German sīd later and perhaps to Latin setius to a lesser degree",english words
including,181,include:1,verb,,/in-ˈklüd/,to shut up :enclose.,"Middle English, from Latin includere, from in- + claudere to close close",english words
guide,182,guide:1,noun,guide,/ˈgīd/,one that leads or directs another's way.,"Middle English gide, guide, from Anglo-French, from Old Occitan guida, of Germanic origin; akin to Old English wītan to look after, witan to know wit",english words
shop,183,shop:1,noun,shop,/ˈshäp/,a handicraft establishment :atelier.,"Middle English shoppe, from Old English sceoppa booth; akin to Old High German scopf shed",english words
directory,184,directory:1,adjective,di*rec*to*ry,"/də-ˈrek-t(ə-)rē, dī-/",serving to direct; specifically providing advisory but not compulsory guidance.,"Middle English directorie guide, from Medieval Latin directorium, from neuter of Late Latin directorius directorial, from Latin dirigere",english words
board,185,board:1,noun,board,/ˈbȯrd/,"border, edge.","Middle English bord piece of sawed lumber, border, ship's side, from Old English; akin to Old High German bort ship's side",english words
location,186,location:1,noun,lo*ca*tion,/lō-ˈkā-shən/,a position or site occupied or available for occupancy or marked by some distinguishing feature :situation.,,english words
change,187,change:1,verb,change,/ˈchānj/,to make different in some particular :alter.,"Middle English, from Anglo-French changer, from Latin cambiare to exchange, probably of Celtic origin; akin to Old Irish camm crooked",english words
white,188,white:1,adjective,,"/ˈhwīt, ˈwīt/",free from color.,"Middle English, from Old English hwīt; akin to Old High German hwīz white and probably to Old Church Slavic světŭ light, Sanskrit śveta white, bright",english words
text,189,text:1,noun,text,/ˈtekst/,the original words and form of a written or printed work.,"Middle English, from Anglo-French tiste, texte, from Medieval Latin textus, from Latin, texture, context, from texere to weave technical",english words
small,190,small:1,adjective,small,/ˈsmȯl/,having comparatively little size or slight dimensions.,"Middle English smal, from Old English smæl; akin to Old High German smal small, Greek mēlon small domestic animal",english words
rating,191,rating:1,noun,rat*ing,,a classification according to grade; specifically a military or naval specialist classification.,,english words
rate,192,rate:1,verb,rate,/ˈrāt/,to rebuke angrily or violently.,Middle English,english words
government,193,government:1,noun,gov*ern*ment,"/ˈgə-vər(n)-mənt, -və-mənt; ˈgə-bᵊm-ənt, -vᵊm-/",the act or process of governing; specifically authoritative direction or control.,,english words
children,194,child:1,noun,fos*ter,/ˈchī(-ə)ld/,an unborn or recently born person.,"Middle English, from Old English cild; akin to Gothic kilthei womb, and perhaps to Sanskrit jaṭhara belly",english words
during,195,during:1,preposition,dur*ing,/ˈdu̇r-iŋ ˈdyu̇r-/,throughout the duration of.,"Middle English, from present participle of duren to last, from Anglo-French durer, from Latin durare to harden, endure, last, from durus hard; perhaps akin to Sanskrit dāru wood tree",english words
usa,196,USA:1,abbreviation,bell,,United States Army.,,english words
return,197,return:1,verb,re*turn,/ri-ˈtərn/,to go back or come back again.,"Middle English, from Anglo-French returner, from re- + turner, tourner to turn turn",english words
students,198,student:1,noun,,"/ˈstü-dᵊnt, ˈstyü-, -dənt/","scholar, learner; especially one who attends a school.","Middle English, from Latin student-, studens, from present participle of studēre to study study",english words
v,199,v:1,noun,v,/ˈvē/,the 22d letter of the English alphabet.,,english words
shopping,200,shop:1,verb,shop,,to examine goods or services with intent to buy.,,english words
account,201,account:1,noun,ac*count,/ə-ˈkau̇nt/,"reckoning, computation.","Middle English acounte, accompte, from Anglo-French acunte, from acunter",english words
times,202,times:1,preposition,times,/ˈtīmz/,multiplied by.,,english words
sites,203,site:1,noun,site,/ˈsīt/,"the spatial location of an actual or planned structure or set of structures (as a building, town, or monuments).","Middle English, place, position, from Anglo-French or Latin; Anglo-French sit, site, from Latin situs, from sinere to leave, allow",english words
level,204,level:1,noun,lev*el,/ˈle-vəl/,a device for establishing a horizontal line or plane by means of a bubble in a liquid that shows adjustment to the horizontal by movement to the center of a slightly bowed glass tube.,"Middle English, plumb line, from Anglo-French livel, from Vulgar Latin *libellum, alteration of Latin libella, from diminutive of libra weight, balance",english words
digital,205,digital:1,adjective,dig*i*tal,/ˈdi-jə-tᵊl/,of or relating to the fingers or toes.,Latin digitalis,english words
profile,206,profile:1,noun,pro*file,/ˈprō-ˌfī(-ə)l/,a representation of something in outline; especially a human head or face represented or seen in a side view.,"Italian profilo, from profilare to draw in outline, from pro- forward (from Latin) + filare to spin, from Late Latin file",english words
previous,207,previous:1,adjective,pre*vi*ous,/ˈprē-vē-əs/,going before in time or order :prior.,"Latin praevius leading the way, from prae- pre- + via way way",english words
form,208,form:1,noun,form,/ˈfȯrm/,the shape and structure of something as distinguished from its material.,"Middle English forme, from Anglo-French furme, forme, from Latin forma form, beauty",english words
events,209,event:1,noun,,/i-ˈvent/,outcome.,"Middle French or Latin; Middle French, from Latin eventus, from evenire to happen, from e- + venire to come come",english words
love,210,love:1,noun,love,/ˈləv/,strong affection for another arising out of kinship or personal ties.,"Middle English, from Old English lufu; akin to Old High German luba love, Old English lēof dear, Latin lubēre, libēre to please",english words
old,211,old:1,adjective,old,/ˈōld; ˈōl/,dating from the remote past :ancient.,"Middle English, from Old English eald; akin to Old High German alt old, Latin alere to nourish, alescere to grow, altus high, deep",english words
john,212,john:1,noun,john,/ˈjän/,toilet.,from the name John,english words
main,213,main:1,noun,main,/ˈmān/,physical strength :forcewith might and main.,"in sense 1, from Middle English, from Old English mǣgen; akin to Old High German magan strength, Old English magan to be able; in other senses, from main or by shortening may",english words
call,214,call:1,verb,,/ˈkȯl/,to speak in a loud distinct voice so as to be heard at a distance :shout.,"Middle English, from Old Norse kalla; akin to Old English hildecalla battle herald, Old High German kallōn to talk loudly, Old Church Slavic glasŭ voice",english words
hours,215,after-hours:1,adjective,,/ˌaf-tər-ˈau̇(-ə)rz/,engaged in or operating after a legal or conventional closing time.,,english words
image,216,image:1,noun,im*age,/ˈi-mij/,a reproduction or imitation of the form of a person or thing; especially an imitation in solid form :statue.,"Middle English, from Anglo-French, short for imagene, from Latin imagin-, imago; perhaps akin to Latin imitari to imitate",english words
department,217,department:1,noun,de*part*ment,/di-ˈpärt-mənt/,a distinct sphere :province.,"French département, from Old French, act of dividing, from departir",english words
title,218,title:1,noun,ti*tle,/ˈtī-tᵊl/,inscription.,"Middle English, from Anglo-French, from Latin titulus inscription, title",english words
description,219,description:1,noun,de*scrip*tion,/di-ˈskrip-shən/,an act of describing; specifically discourse intended to give a mental image of something experienced.,"Middle English descripcioun, from Anglo-French & Latin; Anglo-French, from Latin description-, descriptio, from describere",english words
non,220,non-:1,prefix,,/(ˈ)nän ˌnən ˈnən ˈ- ˌnän ˌnən ˌ- ə /,not :other than :reverse of :absence of.,"Middle English, from Anglo-French, from Latin non not, from Old Latin noenum, from ne- not + oinom, neuter of oinos one no, one",english words
k,221,k:1,noun,k,/ˈkā/,the 11th letter of the English alphabet.,New Latin kalium,english words
y,222,Y:1,noun,,/ˈwī/,ymca.,,english words
insurance,223,insurance:1,noun,in*sur*ance,/in-ˈshu̇r-ən(t)s ˈin-ˌ/,the business of insuring persons or property.,,english words
another,224,another:1,adjective,an*oth*er,/ə-ˈnə-t͟hər a- ā-/,different or distinct from the one first considered.,,english words
why,225,why:1,adverb,why,"/ˈhwī, ˈwī/","for what cause, reason, or purpose.","Middle English, from Old English hwȳ, instr. case of hwæt what what",english words
shall,226,shall:- will have to :must,verb,,"/shəl, ˈshal/",- will have to :must .,"Middle English shal (1st & 3d singular present indicative), from Old English sceal; akin to Old High German scal (1st & 3d singular present indicative) ought to, must, Lithuanian skola debt",english words
property,227,property:1,noun,prop*er*ty,/ˈprä-pər-tē/,a quality or trait belonging and especially peculiar to an individual or thing.,"Middle English proprete, from Anglo-French propreté, from Latin proprietat-, proprietas, from proprius own",english words
class,228,class:1,noun,class,/ˈklas/,a body of students meeting regularly to study the same subject.,"French classe, from Latin classis group called to military service, fleet, class; perhaps akin to Latin calare to call low",english words
cd,229,CD:1,noun,cd,/ˌsē-ˈdē/,certificate of deposit.,compact disc,english words
still,230,still:1,adjective,still,/ˈstil/,devoid of or abstaining from motion.,"Middle English stille, from Old English; akin to Old High German stilli still and perhaps to Old English steall stall stall",english words
money,231,money:1,noun,,/ˈmə-nē/,"something generally accepted as a medium of exchange, a measure of value, or a means of payment: as.","Middle English moneye, from Anglo-French moneie, from Latin moneta mint, money mint",english words
quality,232,quality:1,noun,qual*i*ty,/ˈkwä-lə-tē/,peculiar and essential character :nature.,"Middle English qualite, from Anglo-French qualité, from Latin qualitat-, qualitas, from qualis of what kind; akin to Latin qui who who",english words
every,233,every:1,adjective,ev*ery,/ˈev-rē/,being each individual or part of a group without exception.,"Middle English everich, every, from Old English ǣfre ǣlc, from ǣfre ever + ǣlc each",english words
listing,234,listing:1,noun,list*ing,/ˈlis-tiŋ/,an act or instance of making or including in a list.,,english words
content,235,content:1,adjective,,/kən-ˈtent/,"contented, satisfied.","Middle English, from Middle French, from Latin contentus, from past participle of continēre to hold in, contain contain",english words
country,236,country:1,noun,coun*try,/ˈkən-trē/,an indefinite usually extended expanse of land :region.,"Middle English contree, from Anglo-French cuntree, contré, from Medieval Latin contrata, from Latin contra against, on the opposite side",english words
private,237,private:1,adjective,pri*vate,/ˈprī-vət/,"intended for or restricted to the use of a particular person, group, or class.","Middle English privat, from Anglo-French, from Latin privatus, from past participle of privare to deprive, release, from privus private, individual; probably akin to Latin pro for, in front of for",english words
little,238,little:1,adjective,lit*tle,/ˈli-tᵊl/,not big: as.,"Middle English littel, from Old English lȳtel; akin to Old High German luzzil little",english words
visit,239,visit:1,verb,vis*it,/ˈvi-zət/,comfort.,"Middle English, from Anglo-French visiter, from Latin visitare, frequentative of visere to go to see, frequentative of vidēre to see",english words
save,240,save:1,verb,save,/ˈsāv/,to deliver from sin.,"Middle English, from Anglo-French salver, from Late Latin salvare, from Latin salvus safe safe",english words
tools,241,tool:1,noun,tool,/ˈtül/,a handheld device that aids in accomplishing a task.,"Middle English, from Old English tōl; akin to Old English tawian to prepare for use taw",english words
low,242,low:1,verb,,/ˈlō/,moo.,"Middle English loowen, from Old English hlōwan; akin to Old High German hluoen to moo, Latin calare to call, summon, Greek kalein",english words
reply,243,reply:1,verb,,/ri-ˈplī/,to respond in words or writing.,"Middle English replien to fold back, oppose, respond, from Anglo-French replier, from Latin replicare to fold back, make a legal replication, from re- + plicare to fold ply",english words
customer,244,customer:1,noun,cus*tom*er,/ˈkəs-tə-mər/,one that purchases a commodity or service.,"Middle English custumer, from custume",english words
december,245,December:1,noun,,"/di-ˈsem-bər, dē-/",the 12th month of the Gregorian calendar.,"Middle English Decembre, from Old English or Anglo-French, both from Latin December (tenth month), from decem ten ten",english words
compare,246,compare:1,verb,com*pare,/kəm-ˈper/,to represent as similar :liken.,"Middle English, from Anglo-French comparer, from Latin comparare to couple, compare, from compar like, from com- + par equal",english words
movies,247,movie:1,noun,,/ˈmü-vē/,motion picture.,moving picture,english words
include,248,include:1,verb,in*clude,/in-ˈklüd/,to shut up :enclose.,"Middle English, from Latin includere, from in- + claudere to close close",english words
college,249,college:1,noun,col*lege,/ˈkä-lij/,a body of clergy living together and supported by a foundation.,"Middle English, from Anglo-French, from Latin collegium society, from collega colleague colleague",english words
value,250,value:1,noun,val*ue,/ˈval-(ˌ)yü/,"a fair return or equivalent in goods, services, or money for something exchanged.","Middle English, worth, high quality, from Anglo-French, from Vulgar Latin *valuta, from feminine of *valutus, past participle of Latin valēre to be of worth, be strong wield",english words
article,101,article:1,noun,,/ˈär-ti-kəl/,a distinct often numbered section of a writing.,"Middle English, from Anglo-French, from Latin articulus joint, division, diminutive of artus joint, limb; akin to Greek arariskein to fit arm",english words
york,102,York:1,biographical name,York,/ˈyȯrk/,Alvin Cullum 1887–1964 Am. soldier.,,english words
man,103,man:1,noun,,"/ˈman, ˌman mən/",an individual human; especially an adult male human.,"Middle English, from Old English man, mon human being, male human; akin to Old High German man human being, Sanskrit manu",english words
card,104,card:1,verb,card,/ˈkärd/,"to cleanse, disentangle, and collect together (as fibers) by the use of cards preparatory to spinning.","Middle English carde, from Medieval Latin cardus, carduus, thistle, carding instrument, from Latin carduus thistle chard",english words
jobs,105,Jobs:1,biographical name,Jobs,/ˈjäbz/,Steven Paul 1955–     Am. computer entrepreneur.,,english words
provide,106,provide:1,verb,pro*vide,/prə-ˈvīd/,to take precautionary measures.,"Middle English, from Latin providēre, literally, to see ahead, from pro- forward + vidēre to see pro-, wit",english words
j,107,j:1,noun,j,/ˈjā/,the 10th letter of the English alphabet.,,english words
food,108,food:1,noun,food,/ˈfüd/,"material consisting essentially of protein, carbohydrate, and fat used in the body of an organism to sustain growth, repair, and vital processes and to furnish energy; also such food together with supplementary substances (as minerals, vitamins, and condiments).","Middle English fode, from Old English fōda; akin to Old High German fuotar food, fodder, Latin panis bread, pascere to feed",english words
source,109,source:1,noun,source,/ˈsȯrs/,a generative force :cause.,"Middle English sours, from Anglo-French surse spring, source, from past participle of surdre to rise, spring forth, from Latin surgere surge",english words
author,110,author:1,noun,au*thor,/ˈȯ-thər/,one that originates or creates :source.,"Middle English auctour, from Anglo-French auctor, autor, from Latin auctor promoter, originator, author, from augēre to increase eke",english words
different,111,different:1,adjective,dif*fer*ent,"/ˈdi-fərnt, ˈdi-f(ə-)rənt/","partly or totally unlike in nature, form, or quality :dissimilaroften followed by from, than, or chiefly British to.","Middle English, from Latin different-, differens, present participle of differre (see differ)",english words
press,112,press:1,noun,press,/ˈpres/,a crowd or crowded condition :throng.,"Middle English presse, from Anglo-French, from presser to press",english words
u,113,u:1,noun,u,/ˈyü/,the 21st letter of the English alphabet.,upper class,english words
learn,114,learn:1,verb,,/ˈlərn/,"to gain knowledge or understanding of or skill in by study, instruction, or experience.","Middle English lernen, from Old English leornian; akin to Old High German lernēn to learn, Old English last footprint, Latin lira furrow, track",english words
sale,115,sale:1,noun,sale,/ˈsāl/,the act of selling; specifically the transfer of ownership of and title to property from one person to another for a price.,"Middle English, from Old English sala; akin to Old High German sala transfer, Old English sellan to sell sell",english words
around,116,around:1,adverb,around,/ə-ˈrau̇nd/,in a circle or in circumference.,"Middle English, from a- + round",english words
print,117,print:1,noun,print,/ˈprint/,a mark made by pressure :impression.,"Middle English prente, from Anglo-French, from preint, prient, past participle of priendre to press, from Latin premere press",english words
course,118,course:1,noun,,/ˈkȯrs/,the act or action of moving in a path from point to point.,"Middle English, from Anglo-French curs, course, from Latin cursus, from currere to run car",english words
job,119,Job:1,noun,job,/ˈjōb/,the hero of the book of Job who endures afflictions with fortitude and faith.,"Latin, from Greek Iōb, from Hebrew Iyyōbh",english words
canada,120,Canada:1,geographical name,Can*a*da,/ˈka-nə-də/,"country N North America including Newfoundland & Arctic islands N of mainland; an independent state within the Commonwealth of Nations ✽ Ottawa area 3,851,809 square miles (10,014,703 square kilometers), pop 31,612,897.",,english words
process,121,process:1,noun,pro*cess,"/ˈprä-ˌses, ˈprō-, -səs/","progress, advance.","Middle English proces, from Anglo-French procés, from Latin processus, from procedere",english words
teen,122,teen:1,noun,teen,/ˈtēn/,"misery, affliction.","Middle English tene, from Old English tēona injury, grief; akin to Old Norse tjōn loss, damage",english words
room,123,room:1,noun,room,"/ˈrüm, ˈru̇m/",an extent of space occupied by or sufficient or available for something.,"Middle English, from Old English rūm; akin to Old High German rūm room, Latin rur-, rus open land",english words
stock,124,stock:1,noun,stock,/ˈstäk/,stump.,"Middle English stok, from Old English stocc; akin to Old High German stoc stick",english words
training,125,training:1,noun,,/ˈtrā-niŋ/,"the act, process, or method of one that trains.",,english words
too,126,too:1,adverb,too,/ˈtü/,"besides, also.","Middle English, from Old English tō to, too to",english words
credit,127,credit:1,noun,cred*it,/ˈkre-dit/,reliance on the truth or reality of something.,"Middle French, from Old Italian credito, from Latin creditum something entrusted to another, loan, from neuter of creditus, past participle of credere to believe, entrust creed",english words
point,128,point:1,noun,point,/ˈpȯint/,an individual detail :item.,"Middle English, partly from Anglo-French, prick, dot, moment, from Latin punctum, from neuter of punctus, past participle of pungere to prick; partly from Anglo-French pointe sharp end, from Vulgar Latin *puncta, from Latin, feminine of punctus, past participle pungent",english words
join,129,join:1,verb,join,/ˈjȯin/,to put or bring together so as to form a unit.,"Middle English, from Anglo-French joindre, from Latin jungere yoke",english words
science,130,science:1,noun,,/ˈsī-ən(t)s/,the state of knowing :knowledge as distinguished from ignorance or misunderstanding.,"Middle English, from Anglo-French, from Latin scientia, from scient-, sciens having knowledge, from present participle of scire to know; perhaps akin to Sanskrit chyati he cuts off, Latin scindere to split shed",english words
men,131,men:1,,,,,,english words
categories,132,category:1,noun,,/ˈka-tə-ˌgȯr-ē/,any of several fundamental and distinct classes to which entities or concepts belong.,"Late Latin categoria, from Greek katēgoria predication, category, from katēgorein to accuse, affirm, predicate, from kata- + agora public assembly, from ageirein to gather",english words
advanced,133,advanced:1,adjective,ad*vanced,,far on in time or course.,,english words
west,134,west:1,adverb,west,/ˈwest/,"to, toward, or in the west.","Middle English, from Old English; akin to Old High German westar to the west and probably to Latin vesper evening, Greek hesperos",english words
sales,135,sales:1,adjective,sales,/ˈsālz/,"of, relating to, or used in selling.",,english words
look,136,look:1,verb,look,/ˈlu̇k/,to make sure or take care (that something is done).,"Middle English, from Old English lōcian; akin to Old Saxon lōcōn to look",english words
english,137,English:1,adjective,En*glish,"/ˈiŋ-glish, ˈiŋ-lish/","of, relating to, or characteristic of England, the English people, or the English language.","Middle English, from Old English englisc, from Engle (plural) Angles",english words
left,138,left:1,adjective,,/ˈleft/,"of, relating to, situated on, or being the side of the body in which the heart is mostly located.","Middle English, from Old English, weak; akin to Middle Low German lucht left; from the left hand's being the weaker in most individuals",english words
team,139,team:1,noun,team,/ˈtēm/,two or more draft animals harnessed to the same vehicle or implement; also these with their harness and attached vehicle.,"Middle English teme, from Old English tēam offspring, lineage, group of draft animals; akin to Old High German zoum rein, Old English tēon to draw, pull tow",english words
estate,140,estate:1,noun,es*tate,/i-ˈstāt/,"state, condition.","Middle English estat, from Anglo-French state",english words
box,141,box:1,noun,box,/ˈbäks/,"an evergreen shrub or small tree (genus Buxus of the family Buxaceae, the box family) with opposite entire leaves and capsular fruits; especially a widely cultivated shrub (B. sempervirens) used for hedges, borders, and topiary figures.","Middle English, from Old English, from Latin buxus, from Greek pyxos",english words
conditions,142,condition:1,noun,con*di*tion,/kən-ˈdi-shən/,a premise upon which the fulfillment of an agreement depends :stipulation.,"Middle English condicion, from Anglo-French, from Latin condicion-, condicio terms of agreement, condition, from condicere to agree, from com- + dicere to say, determine diction",english words
select,143,select:1,adjective,se*lect,/sə-ˈlekt/,chosen from a number or group by fitness or preference.,"Latin selectus, past participle of seligere to select, from se- apart (from sed, se without) + legere to gather, select suicide, legend",english words
windows,144,window:1,noun,,/ˈwin-(ˌ)dō/,an opening especially in the wall of a building for admission of light and air that is usually closed by casements or sashes containing transparent material (as glass) and capable of being opened and shut.,"Middle English windowe, from Old Norse vindauga, from vindr wind (akin to Old English wind) + auga eye; akin to Old English ēage eye eye",english words
photos,145,photo:1,noun,pho*to,/ˈfō-(ˌ)tō/,photograph.,,english words
gay,146,gay:1,adjective,gay,/ˈgā/,happily excited :merry.,"Middle English, from Anglo-French gai, of Germanic origin; akin to Old High German gāhi quick, sudden",english words
thread,147,thread:1,noun,thread,/ˈthred/,"a filament, a group of filaments twisted together, or a filamentous length formed by spinning and twisting short textile fibers into a continuous strand.","Middle English thred, from Old English thrǣd; akin to Old High German drāt wire, Old English thrāwan to cause to twist or turn throw",english words
week,148,week:1,noun,week,/ˈwēk/,any of a series of 7-day cycles used in various calendars; especially a 7-day cycle beginning on Sunday and ending on Saturday.,"Middle English weke, from Old English wicu, wucu; akin to Old High German wehha week and perhaps to Latin vicis change, alternation, Old High German wehsal exchange",english words
category,149,category:1,noun,cat*e*go*ry,/ˈka-tə-ˌgȯr-ē/,any of several fundamental and distinct classes to which entities or concepts belong.,"Late Latin categoria, from Greek katēgoria predication, category, from katēgorein to accuse, affirm, predicate, from kata- + agora public assembly, from ageirein to gather",english words
note,150,note:1,verb,note,/ˈnōt/,to notice or observe with care.,"Middle English, from Anglo-French noter, from Latin notare to mark, note, from nota",english words
live,151,live:1,verb,,/ˈliv/,to be alive :have the life of an animal or plant.,"Middle English, from Old English libban; akin to Old High German lebēn to live",english words
large,152,large:1,adjective,large,/ˈlärj/,lavish.,"Middle English, from Anglo-French, broad, wide, generous, from Latin largus generous, plentiful",english words
gallery,153,gallery:1,noun,gal*lery,"/ˈga-lə-rē, ˈgal-rē/",a roofed promenade :colonnade.,"Middle English galerie, from Medieval Latin galeria, probably alteration of galilaea galilee",english words
table,154,table:1,noun,ta*ble,/ˈtā-bəl/,tablet 1a.,"Middle English, from Old English tabule & Anglo-French table; both from Latin tabula board, tablet, list",english words
register,155,register:1,noun,reg*is*ter,/ˈre-jə-stər/,a written record containing regular entries of items or details.,"Middle English registre, from Anglo-French, from Medieval Latin registrum, alteration of Late Latin regesta, plural, register, from Latin, neuter plural of regestus, past participle of regerere to bring back, pile up, collect, from re- + gerere to bear",english words
however,156,however:1,conjunction,how*ev*er,/hau̇-ˈe-vər/,in whatever manner or way that.,,english words
june,157,June:1,noun,,/ˈjün/,the sixth month of the Gregorian calendar.,"Middle English, from Anglo-French & Latin; Anglo-French Juin, from Latin Junius",english words
october,158,October:1,noun,,/äk-ˈtō-bər/,the 10th month of the Gregorian calendar.,"Middle English Octobre, from Old English & Anglo-French; Old English October, from Latin, 8th month of the early Roman calendar, from octo; Anglo-French, from Latin October",english words
november,159,November:1,noun,No*vem*ber,"/nō-ˈvem-bər, nə-/",the 11th month of the Gregorian calendar.,"Middle English Novembre, from Anglo-French, from Latin November, ninth month of the early Roman calendar, from novem nine nine",english words
market,160,market:1,noun,mar*ket,/ˈmär-kət/,a meeting together of people for the purpose of trade by private purchase and sale and usually not by auction.,"Middle English, probably from Continental GMC; akin to Old Saxon markat marketplace, Old High German marcāt, both ultimately from Latin mercatus trade, marketplace, from mercari to trade, from merc-, merx merchandise",english words
library,161,library:1,noun,li*brary,"/ˈlī-ˌbrer-ē, -ˌbre-rē; -brər-ē; -brē, ÷-ˌber-ē, -ˌbe-rē/","a place in which literary, musical, artistic, or reference materials (as books, manuscripts, recordings, or films) are kept for use but not for sale.","Middle English, from Anglo-French librarie, Medieval Latin librarium, from Latin, neuter of librarius of books, from libr-, liber inner bark, rind, book",english words
really,162,really:1,adverb,re*al*ly,/ˈrē-(ə-)lē/,in reality :actually.,,english words
action,163,action:1,noun,ac*tion,/ˈak-shən/,the initiating of a proceeding in a court of justice by which one demands or enforces one's right; also the proceeding itself.,"Middle English accioun, from Anglo-French accion, from Latin action-, actio, from agere to do agent",english words
start,164,start:1,verb,start,/ˈstärt/,to move suddenly and violently :spring.,"Middle English sterten; akin to Middle High German sterzen to stand up stiffly, move quickly",english words
series,165,series:1,noun,se*ries,/ˈsir-(ˌ)ēz/,a number of things or events of the same class coming one after another in spatial or temporal succession.,"Latin, from serere to join, link together; akin to Greek eirein to string together, hormos chain, necklace, and perhaps to Latin sort-, sors lot",english words
model,166,model:1,noun,mod*el,/ˈmä-dᵊl/,a set of plans for a building.,"Middle French modelle, from Old Italian modello, from Vulgar Latin *modellus, from Latin modulus small measure, from modus",english words
features,167,feature:1,noun,fea*ture,/ˈfē-chər/,"the structure, form, or appearance especially of a person.","Middle English feture, from Anglo-French, from Latin factura act of making, from factus, past participle of facere to make do",english words
air,168,air:1,noun,air,/ˈer/,breath.,"Middle English, from Anglo-French, from Latin aer, from Greek aēr",english words
industry,169,industry:1,noun,in*dus*try,/ˈin-(ˌ)dəs-trē/,diligence in an employment or pursuit; especially steady or habitual effort.,"Middle English (Scots) industrie, from Middle French, from Latin industria, from industrius diligent, from Old Latin indostruus, perhaps from indu in + -struus (akin to Latin struere to build) end-, strew",english words
plan,170,plan:1,noun,plan,/ˈplan/,a drawing or diagram drawn on a plane: as.,"French, plane, foundation, ground plan; partly from Latin planum level ground, from neuter of planus level; partly from French planter to plant, fix in place, from Late Latin plantare floor, plant",english words
human,171,human:1,adjective,hu*man,"/ˈhyü-mən, ˈyü-/","of, relating to, or characteristic of humans.","Middle English humain, from Anglo-French, from Latin humanus; akin to Latin homo human being homage",english words
provided,172,provided:1,conjunction,pro*vid*ed,,on condition that :with the understanding :if.,"Middle English, past participle of providen to provide",english words
tv,173,TV:1,noun,TV,/ˈtē-ˈvē/,television.,television,english words
yes,174,yes:1,adverb,yes,/ˈyes/,used as a function word to express assent or agreement.,"Middle English, from Old English gēse",english words
required,175,require:1,verb,re*quired,/ri-ˈkwī(-ə)r/,to claim or ask for by right and authority.,"Middle English requeren, from Anglo-French requere, from Vulgar Latin *requaerere to seek for, need, require, alteration of Latin requirere, from re- + quaerere to seek, ask",english words
second,176,second:1,adjective,sec*ond,"/ˈse-kənd -kənt, -kən, -kᵊŋ/",next to the first in place or time.,"Middle English, from Anglo-French secund, from Latin secundus second, following, favorable, from sequi to follow sue",english words
hot,177,hot:1,adjective,,/ˈhät/,having a relatively high temperature.,"Middle English, from Old English hāt; akin to Old High German heiz hot, Lithuanian kaisti to get hot",english words
