#separator:comma
#html:true
#notetype column:1
#deck column:2
#tags column:8
word type,0-current-using::ngsl-wip,{{c1::job}} - regular work of earning money,231,noun,/dʒɑb/,job,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::plan}} - to decide a set of actions to do something,232,verb,/plæn/,plan,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::result}} - to be the outcome of other causes and effects,233,verb,/ɹɪ•zʌlt/,result,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::away}} - not here; far from here; in a different direction,234,adv,/ə•wɛɪ/,away,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::example}} - something or someone who represents a group,235,noun,/ɪg•zɑɚm•pl/,example,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::happen}} - to take place or occur,236,verb,/hæ•pən/,happen,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::offer}} - to give the opportunity to accept something,237,verb,/ɑ•fə/,offer,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::young}} - at an early stage of existence; not mature,238,adj,/jʌŋ/,young,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::close}} - next to; only a short distance away,239,adv,/kloʊz/,close,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::program}} - planned set of actions; a schematic system,240,noun,/proʊ•græm/,program,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::lead}} - to show the way or guide others,241,verb,/liːd/,lead,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::buy}} - to get something by paying money for it,242,verb,/baɪ/,buy,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::understand}} - to know the meaning of language, what someone says",243,verb,/ʌn•də•stænd/,understand,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::thank}} - to tell someone you are grateful to them,244,verb,/θæŋk/,thank,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::far}} - a long way away,245,adj,/fɑɚ/,far,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::today}} - on this day; at the time that is happening now,246,adv,/tə•dɛɪ/,today,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::hour}} - 60 minutes; one of 24 equal units of time in a day,247,noun,/aʊ•ə/,hour,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::student}} - person studying at school,248,noun,/stju•dənt/,student,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::face}} - front part of the head where eyes, nose, and mouth are",249,noun,/fɛɪs/,face,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::hope}} - when you wish something would happen; what you wish,250,noun,/hoʊp/,hope,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::idea}} - belief, thought, suggestion, opinion, or plan",251,noun,/aɪ•diːɚ/,idea,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::cost}} - price you pay for something,252,noun,/kɑst/,cost,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::less}} - smaller in amount or degree,253,adj,/lɛs/,less,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::room}} - a part of building enclosed by walls (e.g., kitchen)",254,noun,/rʊm/,room,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::until}} - up to, to indicate a point in time when something happens",255,conj,/ən•tɪl/,until,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::reason}} - explanation for why something occurred or was done,256,noun,/riː•zn/,reason,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::form}} - visible shape or style; type; kind,257,noun,/foɚm/,form,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::spend}} - to use money to pay for something,258,verb,/spɛnd/,spend,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::head}} - top part of your body with eyes and a mouth,259,noun,/hɛd/,head,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::car}} - a vehicle with four wheels and engine that can carry things,260,noun,/kɑɚ/,car,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::learn}} - to get knowledge or skills by study or experience,261,verb,/lɚn/,learn,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::level}} - to make things flat or even,262,verb,/lɛ•vl/,level,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::person}} - man, woman, or child",263,noun,/pɚ•sn/,person,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::experience}} - knowledge gained by living life, doing new things",264,noun,/ɪks•piːɚ•riːɚns/,experience,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::once}} - one time; one instance,265,adv,/wʌns/,once,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::member}} - person or thing belonging to a group or team,266,noun,/mɛm•bə/,member,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::enough}} - equal to what is needed; as much as required,267,adj,/ɪ•nʌf/,enough,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::bad}} - not good; wrong,268,adj,/bæd/,bad,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::city}} - a heavily populated area with many buildings and roads,269,noun,/sɪ•tɪ/,city,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::night}} - time when sun does not shine,270,noun,/naɪt/,night,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::able}} - having the power, skill, knowledge, or money to do something",271,adj,/ɛɪ•bl/,able,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::support}} - to give assistance or advice to someone,272,verb,/sə•poɚt/,support,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::whether}} - if something will happen or not,273,conj,/wɛ•ðə/,whether,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::line}} - mark that is long, straight, and very thin",274,noun,/laɪn/,line,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::present}} - gift,275,noun,/prɛ•znt/,present,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::side}} - straight edge of an object,276,noun,/saɪd/,side,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::quite}} - very; in a complete or total manner,277,adv,/kwaɪt/,quite,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::although}} - despite the fact that; however,278,conj,/oɚl•ðoʊ/,although,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::sure}} - having no doubts about something,279,adj,/ʃʊə/,sure,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::term}} - fixed period of weeks for learning at school,280,noun,/tɚm/,term,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::least}} - in the smallest or lowest way,281,adv,/liːst/,least,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::age}} - number of years a person has lived (also of things),282,noun,/ɛɪdʒ/,age,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::low}} - not high; being near the ground, or bottom",283,adj,/loʊ/,low,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::speak}} - to use words to tell information, express thoughts",284,verb,/spiːk/,speak,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::within}} - not beyond the limits of a particular space, time, or range",285,adv,/wɪ•ðɪn/,within,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::process}} - to adopt a set of actions that produce a particular result,286,verb,/proʊ•sɛs/,process,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::public}} - concerning society in general,287,adj,/pʌb•lɪk/,public,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::often}} - many times, frequently, on many occasions",288,adv,/oɚ•fn/,often,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::train}} - vehicle that carries people and runs on rails,289,noun,/trɛɪn/,train,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::possible}} - having a chance of happening, or being true",290,adj,/pɑ•sə•bl/,possible,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::actually}} - used to add new (often different) information,291,adv,/æktʃʊlɪ/,actually,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::rather}} - somewhat; fairly; not that much,292,adv,/rɑɚ•ðə/,rather,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::view}} - things you are able to see from a specific place,293,noun,/vju/,view,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::together}} - near close in the same place not far in a family or group,294,adv,/tə•gɛ•ðə/,together,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::consider}} - to think carefully about something,295,verb,/kən•sɪ•də/,consider,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::price}} - to determine or set the cost of something,296,verb,/praɪs/,price,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::parent}} - person's mother or father,297,noun,/pɛɚ•rənt/,parent,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::hard}} - difficult to bend, break or cut; solid",298,adj,/hɑɚd/,hard,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::party}} - social event often with food, drinks, and dancing",299,noun,/pɑɚ•tɪ/,party,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::local}} - relating or restricted to a particular area, city, or town",300,adj,/loʊ•kəl/,local,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::control}} - to direct or influence the behavior of something,301,verb,/kən•troʊl/,control,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::already}} - having happened or been done before this time,302,adv,/oɚl•rɛ•dɪ/,already,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::concern}} - feeling of worry or anxiety,303,noun,/kən•sɚn/,concern,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::product}} - item that can be bought,304,noun,/prɑ•dəkt/,product,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::lose}} - to be unable to find something you once had,305,verb,/luz/,lose,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::story}} - an account or description of how something happened,306,noun,/stoɚ•rɪ/,story,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::almost}} - only a little less than, nearly, not quite",307,adv,/oɚl•moʊst/,almost,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::continue}} - to do something without stopping, or after pausing",308,verb,/kən•tɪ•nju/,continue,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::stand}} - to be upright; not be sitting or lying down,309,verb,/stænd/,stand,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::whole}} - complete or full; all of,310,adj,/hoʊl/,whole,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::yet}} - until now; up to the present,311,adv,/jɛt/,yet,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::rate}} - speed or frequency of events over time,312,noun,/rɛɪt/,rate,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::care}} - to look after someone or something,313,verb,/kɛɚ/,care,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::expect}} - to believe something is probably going to happen,314,verb,/ɪks•pɛkt/,expect,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::effect}} - change brought about by a cause; result,315,noun,/ɪ•fɛkt/,effect,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::sort}} - group or class of similar things or people,316,noun,/soɚt/,sort,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::ever}} - at any time; at all times in the future,317,adv,/ɛ•və/,ever,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::anything}} - thing of any kind; used to refer to a thing in questions,318,noun,/ɛ•nɪ•θɪŋ/,anything,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::cause}} - to make something happen; create effect or result,319,verb,/koɚz/,cause,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::fall}} - dropping from a standing position to the ground,320,noun,/foɚl/,fall,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::deal}} - to give out (cards, etc.) to; distribute",321,verb,/diːl/,deal,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::water}} - clear liquid that forms the seas, rivers, and rain",322,noun,/woɚ•tə/,water,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::send}} - to cause mail or package to go to another place,323,verb,/sɛnd/,send,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::allow}} - to let or permit someone do something,324,verb,/ə•laʊ/,allow,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::soon}} - at a time not long from now,325,adv,/sun/,soon,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::watch}} - to look at carefully to work out what is happening,326,verb,/wɑtʃ/,watch,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::base}} - origin or start from which something came,327,noun,/bɛɪs/,base,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::probably}} - likely to happen or be true,328,adv,/prɑbəblɪ/,probably,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::suggest}} - to mention something that could be done; propose,329,verb,/sə•dʒɛst/,suggest,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::past}} - the time that existed before now (e.g., long ago)",330,noun,/pɑɚst/,past,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::power}} - legal or official right to perform certain actions,331,noun,/paʊə2/,power,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::test}} - examination; questions to measure knowledge,332,noun,/tɛst/,test,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::visit}} - to go to a place for a time, usually for a reason",333,verb,/vɪ•zɪt/,visit,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::center}} - place in the middle of something,334,noun,/sɛn•tə/,center,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::grow}} - to develop and become bigger or taller over time,335,verb,/groʊ/,grow,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::nothing}} - not anything, not a single thing",336,pron,/nʌ•θɪŋ/,nothing,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::return}} - to come back to a place again,337,verb,/rɪ•tɚn/,return,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::mother}} - a female who has a child or children,338,noun,/mʌ•ðə/,mother,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::walk}} - to move with your legs at a slowish pace,339,verb,/woɚk/,walk,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::matter}} - problem or reason for concern,340,noun,/mæ•tə/,matter,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::mind}} - part of humans that allows us to think or feel,341,noun,/maɪnd/,mind,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::value}} - to say how much money something is worth,342,verb,/væ•lju/,value,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::office}} - building of set of rooms used to do business or professional activities,343,noun,/ɑ•fɪs/,office,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::record}} - being the highest or most extreme level achieved in an area,344,noun,/rɪ•koɚd/,record,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::stay}} - to spend time visiting a place or someone's home,345,verb,/stɛɪ/,stay,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::force}} - to use physical strength or violence to persuade,346,verb,/foɚs/,force,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::stop}} - to finish moving or to come to an end,347,verb,/stɑp/,stop,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::several}} - more than two but not many,348,det,/sɛ•vrəl/,several,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::light}} - not heavy; weighing only a little,349,adj,/laɪt/,light,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::develop}} - to grow bigger, more complex, or more advanced",350,verb,/dɪ•vɛ•ləp/,develop,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::remember}} - to bring a previous image or idea to your mind,351,verb,/rɪ•mɛm•bə/,remember,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::bit}} - small piece of something,352,noun,/bɪt/,bit,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::share}} - part of a company you own, shown by a certificate",353,noun,/ʃɛɚ/,share,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::real}} - actually existing or happening, not imagined",354,adj,/rɛɪ•ɑɚl/,real,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::answer}} - solution to a problem or test question,355,noun,/ɑɚn•sə/,answer,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::sit}} - to be in a resting position on a chair,356,verb,/sɪt/,sit,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::figure}} - to understand after thinking; work out,357,verb,/fɪ•gə/,figure,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::letter}} - message you put in an envelope and send by post,358,noun,/lɛ•tə/,letter,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::decide}} - to make a choice about something or choose after thinking,359,verb,/dɪ•saɪd/,decide,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::language}} - words or signs used to communicate messages,360,noun,/læŋ•gwɪdʒ/,language,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::subject}} - person or thing that does the action of a verb,361,noun,/səb•dʒɛkt/,subject,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::class}} - rank or level in society, ranked from high (rich professional people) to low (ordinary people)",362,noun,/klɑɚs/,class,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::development}} - act or process of growing bigger or more advanced,363,noun,/dɪ•vɛ•ləp•mənt/,development,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::town}} - small city,364,noun,/taʊn/,town,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::half}} - the part you get when one is divided into two; ½,365,noun,/hɑɚf/,half,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::minute}} - unit of time equal to 60 seconds,366,noun,/maɪ•njut/,minute,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::food}} - what people and animals eat to live,367,noun,/fud/,food,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::break}} - to separate into pieces by force, or by dropping",368,verb,/brɛɪk/,break,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::clear}} - easy to understand; well-explained; obvious,369,adj,/kliːɚ/,clear,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::future}} - time that is to come after the present,370,noun,/fju•tʃə/,future,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::either}} - one of two (used when there is a choice of two),371,adj,/aɪ•ðə/,either,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::ago}} - at a specified length of time in the past,372,adv,/ə•goʊ/,ago,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::per}} - for each; during each,373,prep,/pɚ/,per,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::remain}} - to be left behind, to continue to exist",374,verb,/rɪ•mɛɪn/,remain,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::top}} - highest or upper part or point of something,375,noun,/tɑp/,top,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::among}} - in the center of some things; in relation to several things,376,prep,/ə•mʌŋ/,among,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::win}} - to succeed in a game or contest,377,verb,/wɪn/,win,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::color}} - the quality of things you can see (e.g., red, blue)",378,noun,/kʌ•lɚ/,color,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::involve}} - to have or be included as a part of something,379,verb,/ɪn•vɑlv/,involve,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::reach}} - to come to or arrive at a goal or destination,380,verb,/riːtʃ/,reach,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::social}} - involving activities among people especially free time activities,381,adj,/soʊ•ʃəl/,social,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::period}} - set amount of time during which events take place,382,noun,/piːɚ•riːɚd/,period,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::across}} - from one side to the other of something,383,adv,/ə•krɑs/,across,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::note}} - to make mention of something; to make a remark,384,verb,/noʊt/,note,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::history}} - study of past event,385,noun,/hɪs•tə•rɪ/,history,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::create}} - to make, cause, or bring into existence",386,verb,/kriː•ɛɪt/,create,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::drive}} - to control a vehicle so that it moves somewhere,387,verb,/draɪv/,drive,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::along}} - at a point on a line,388,prep,/ə•lɑŋ/,along,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::type}} - group of things or people sharing common features,389,noun,/taɪp/,type,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::sound}} - waves traveling in air or water that can be heard,390,noun,/saʊnd/,sound,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::eye}} - part of the body that you see with,391,noun,/aɪ/,eye,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::music}} - sounds that are sung or played to give pleasure,392,noun,/mju•zɪk/,music,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::game}} - activity with rules that people play to have fun,393,noun,/gɛɪm/,game,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::political}} - concerning government or public affairs,394,adj,/pə•lɪ•tɪ•kəl/,political,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::free}} - costing no money,395,adj,/friː/,free,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::receive}} - to get something that someone has given or sent to you,396,verb,/rɪ•siːv/,receive,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::moment}} - very short or brief period of time,397,noun,/moʊ•mənt/,moment,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::sale}} - giving something for money; the amount sold,398,noun,/sɛɪl/,sale,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::policy}} - course of action proposed by an organization, etc.",399,noun,/pɑ•lɪ•sɪ/,policy,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::further}} - extra; in addition,400,adj,/fɚ•ðə/,further,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::body}} - a person's physical self,401,noun,/bɑ•dɪ/,body,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::require}} - to need something, to make it necessary",402,verb,/rɪ•kwaɪ•ə/,require,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::wait}} - to spend time until an expected thing happens,403,verb,/wɛɪt/,wait,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::general}} - widespread, normal or usual",404,adj,/dʒɛ•nə•rəl/,general,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::appear}} - to be seen, become visible; come into sight",405,verb,/ə•piːɚ/,appear,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::toward}} - facing or moving in the direction of something,406,adv,/tə•woɚd/,toward,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::team}} - group of people working on a task together,407,noun,/tiːm/,team,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::easy}} - not hard to do; not difficult,408,adj,/iː•zɪ/,easy,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::individual}} - single person, looked at separately from others",409,noun,/ɪn•dɪ•vɪ•djʊəl/,individual,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::full}} - containing or holding as much as possible,410,adj,/fʊl/,full,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::black}} - color of the sky on a dark night,411,adj,/blæk/,black,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::sense}} - to perceive using sight, sound, taste touch or hearing",412,verb,/sɛns/,sense,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::perhaps}} - possibly, but not certainly; maybe",413,adv,/pɚ•hæps/,perhaps,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::add}} - to put two things or numbers together (e.g., 2+2)",414,verb,/æd/,add,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::rule}} - statement that says how things should be,415,noun,/rul/,rule,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::pass}} - to travel through or near a place,416,verb,/pɑɚs/,pass,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::produce}} - to manufacture something using machines,417,verb,/prə•djus/,produce,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::sell}} - to exchange something for money,418,verb,/sɛl/,sell,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::short}} - small distance from one end to the other,419,noun,/ʃoɚt/,short,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::agree}} - to have the same opinion as someone else,420,verb,/ə•griː/,agree,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::law}} - system or rules made by the government,421,noun,/loɚ/,law,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::everything}} - all of the things mentioned,422,pron,/ɛ•vrɪ•θɪŋ/,everything,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::research}} - to carefully study to find and report new knowledge,423,verb,/rɪ•sɚtʃ/,research,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::cover}} - thing you put over something to close or hide it,424,noun,/kʌ•və/,cover,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::paper}} - pages of a book are made from this,425,noun,/pɛɪ•pə/,paper,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::position}} - specific location where someone or something is,426,noun,/pə•zɪ•ʃən/,position,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::near}} - with a small distance between things,427,adj,/niːɚ/,near,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::human}} - a person; a man, woman or child",428,noun,/hju•mən/,human,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::computer}} - a machine for storing information and accessing the internet,429,noun,/kəm•pju•tə/,computer,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::situation}} - condition, location or position",430,noun,/sɪ•tjʊ•ɛɪ•ʃən/,situation,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::staff}} - employees of a company,431,noun,/stɑɚf/,staff,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::activity}} - an action or task (e.g., sports, washing your clothes)",432,noun,/æk•tɪ•vɪ•tɪ/,activity,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::film}} - movie,433,noun,/fɪlm/,film,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::morning}} - early part of the day before 12 noon,434,noun,/moɚ•nɪŋ/,morning,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::war}} - situation where armies fight each other,435,noun,/woɚ/,war,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::account}} - arrangement with a bank to keep your money for you,436,noun,/ə•kaʊnt/,account,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::shop}} - place which sells things,437,noun,/ʃɑp/,shop,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::major}} - important, serious, or large in scope",438,adj,/mɛɪ•dʒə/,major,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::someone}} - person who is not known or named,439,pron,/sʌ•mwʌn/,someone,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::above}} - in a higher place than something else,440,adv,/ə•bʌv/,above,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::design}} - to plan in a particular way to fulfill a purpose,441,verb,/dɪ•zaɪn/,design,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::event}} - something that happens,442,noun,/ɪ•vɛnt/,event,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::special}} - different from what is usual; better or greater than normal,443,adj,/spɛ•ʃəl/,special,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::sometimes}} - only at certain times; occasionally,444,adv,/sʌm•taɪmz/,sometimes,english words ngsl
word type,0-current-using::ngsl-wip,"{{c1::condition}} - state of living you are in (e.g., good health)",445,noun,/kən•dɪ•ʃən/,condition,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::carry}} - to hold something and move it to another place,446,verb,/kæ•rɪ/,carry,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::choose}} - to select; decide between several possibilities,447,verb,/tʃuz/,choose,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::father}} - a male parent,448,noun,/fɑɚ•ðə/,father,english words ngsl
word type,0-current-using::ngsl-wip,{{c1::decision}} - a choice you make about something after thinking about it,449,noun,/dɪ•sɪ•ʒən/,decision,english words ngsl
