Pronunciation        Tags
/aɪ•dɛn•tɪ•faɪ/      english words ngsl
/lɑs/                english words ngsl
/ʃæl/                english words ngsl
/mɑ•dən/             english words ngsl
/prɛ•ʃə/             english words ngsl
/bʌs/                english words ngsl
/triːt•mənt/         english words ngsl
/joɚ•sɛlf/           english words ngsl
/sə•plaɪ/            english words ngsl
/vɪ•lɪdʒ/            english words ngsl
/wɚθ/                english words ngsl
/næ•tʃrəl/           english words ngsl
/ɪks•prɛs/           english words ngsl
/ɪn•dɪ•kɛɪt/         english words ngsl
/ə•tɛnd/             english words ngsl
/brʌ•ðə/             english words ngsl
/ɪn•vɛs•tmənt/       english words ngsl
/skoɚ/               english words ngsl
/oɚ•gə•naɪz/         english words ngsl
/trɪp/               english words ngsl
/bɪ•jɑnd/            english words ngsl
/sliːp/              english words ngsl
/fɪʃ/                english words ngsl
/prɑ•mɪs/            english words ngsl
/pə•tɛn•ʃəl/         english words ngsl
/ɛ•nə•dʒɪ/           english words ngsl
/trʌ•bl/             english words ngsl
/rɪ•lɛɪ•ʃən/         english words ngsl
/tʌtʃ/               english words ngsl
/faɪl/               english words ngsl
/mɪ•dl/              english words ngsl
/bɑɚ/                english words ngsl
/sʌ•fə/              english words ngsl
/stræ•tɪ•dʒɪ/        english words ngsl
/diːp/               english words ngsl
/ɪk•sɛpt/            english words ngsl
/kliːn/              english words ngsl
/tɛnd/               english words ngsl
/əd•vɑɚns/           english words ngsl
/fɪl/                english words ngsl
/stɑɚ/               english words ngsl
/nɛtwɚk/             english words ngsl
/dʒɛnrəlɪ/           english words ngsl
/ɑ•pə•rɛɪ•ʃən/       english words ngsl
/mætʃ/               english words ngsl
/ə•voɪd/             english words ngsl
/siːt/               english words ngsl
/θroʊ/               english words ngsl
/tɑɚsk/              english words ngsl
/noɚ•məl/            english words ngsl
/goʊl/               english words ngsl
/ə•soʊ•ʃɪ•ɛɪt/       english words ngsl
/blu/                english words ngsl
/pɑ•zə•tɪv/          english words ngsl
/ɑp•ʃən/             english words ngsl
/bɑks/               english words ngsl
/hjudʒ/              english words ngsl
/mɛ•sɪdʒ/            english words ngsl
/ɪn•stəns/           english words ngsl
/staɪl/              english words ngsl
/rɪ•fɚ/              english words ngsl
/koʊld/              english words ngsl
/pʊʃ/                english words ngsl
/kwoɚ•tə/            english words ngsl
/ə•sjum/             english words ngsl
/bɛɪ•bɪ/             english words ngsl
/sək'sɛsfəl/         english words ngsl
/sɪŋ/                english words ngsl
/daʊt/               english words ngsl
/kɑm•pɪ•tɪ•ʃən/      english words ngsl
/θiːɚ•rɪ/            english words ngsl
/prə•poʊz/           english words ngsl
/rɛ•frəns/           english words ngsl
/ɑɚ•gjʊ•mənt/        english words ngsl
/æ•dʌlt/             english words ngsl
/flaɪ/               english words ngsl
/dɑ•kjʊ•mɛnt/        english words ngsl
/pæ•tən/             english words ngsl
/æp•lɪ•kɛɪ•ʃən/      english words ngsl
/hɑt/                english words ngsl
/ɑbviːɚslɪ/          english words ngsl
/ʌn•kliɚ/            english words ngsl
/bɪl/                english words ngsl
/sɚtʃ/               english words ngsl
/sɛ•pə•rɛɪt/         english words ngsl
/sɛn•trəl/           english words ngsl
/kə•riːɚ/            english words ngsl
/ɛ•nɪ•wɛɪ/           english words ngsl
/spiːtʃ/             english words ngsl
/dɑg/                english words ngsl
/ɑ•fɪ•sə/            english words ngsl
/θru•aʊt/            english words ngsl
/oɪl/                english words ngsl
/drɛs/               english words ngsl
/prɑ•fɪt/            english words ngsl
/gɛs/                english words ngsl
/fʌn/                english words ngsl
/prə•tɛkt/           english words ngsl
/rɪ•soɚs/            english words ngsl
/saɪəns/             english words ngsl
/dɪ•ziːz/            english words ngsl
/bæ•ləns/            english words ngsl
/dæ•mɪdʒ/            english words ngsl
/bɛɪ•sɪs/            english words ngsl
/oɚ•θə/              english words ngsl
/bɛɪ•sɪk/            english words ngsl
/ɪn•kʌ•rɪdʒ/         english words ngsl
/hɛɚ/                english words ngsl
/mɛɪl/               english words ngsl
/ɑ•pə•rɛɪt/          english words ngsl
/rɪ•flɛkt/           english words ngsl
/ɛk•sə•saɪz/         english words ngsl
/jusfəl/             english words ngsl
/rɛstrɑnt/           english words ngsl
/ɪn•kəm/             english words ngsl
/prɑ•pə•tɪ/          english words ngsl
/priː•vjəs/          english words ngsl
/dɑɚk/               english words ngsl
/ɪ•mæ•dʒɪn/          english words ngsl
/oʊ•kɛɪ/             english words ngsl
/ɚn/                 english words ngsl
/doɚ•tə/             english words ngsl
/poʊst/              english words ngsl
/njus•pɛɪ•pə/        english words ngsl
/dɪ•faɪn/            english words ngsl
/kən•klu•ʒən/        english words ngsl
/klɑk/               english words ngsl
/ɛ•vrɪ•bɑ•dɪ/        english words ngsl
/wiːk'ɛnd/           english words ngsl
/pɚ•foɚm/            english words ngsl
/prə•fɛ•ʃə•nL/       english words ngsl
/maɪn/               english words ngsl
/dɪ•bɛɪt/            english words ngsl
/mɛ•mə•rɪ/           english words ngsl
/griːn/              english words ngsl
/sɑŋ/                english words ngsl
/əb•dʒɛkt/           english words ngsl
/mɛn•tɛɪn/           english words ngsl
/krɛ•dɪt/            english words ngsl
/rɪŋ/                english words ngsl
/dɪs•kʌ•və/          english words ngsl
/dɛd/                english words ngsl
/ɑɚf•tə•nun/         english words ngsl
/prɪ•fɚ/             english words ngsl
/ɪks•tɛnd/           english words ngsl
/pɑ•sə•bɪ•lɪ•tɪ/     english words ngsl
/dɪ•rɛk•ʃən/         english words ngsl
/fə•sɪ•lɪ•tɪ/        english words ngsl
/və•raɪ•ə•tɪ/        english words ngsl
/dɛɪ•lɪ/             english words ngsl
/kloʊðz/             english words ngsl
/skriːn/             english words ngsl
/træk/               english words ngsl
/dɑɚns/              english words ngsl
/kəm'pliːtlɪ/        english words ngsl
/fiː•mɛɪl/           english words ngsl
/rɪs•pɑn•sə•bɪ•lɪ•t/ english words ngsl
/ə•rɪ•dʒə•nL/        english words ngsl
/sɪs•tə/             english words ngsl
/rɑk/                english words ngsl
/driːm/              english words ngsl
/noɚ2/               english words ngsl
/ju•nɪ•vɚ•sɪ•tɪ/     english words ngsl
/iːzəlɪ/             english words ngsl
/ɛɪ•dʒən•sɪ/         english words ngsl
/dɑ•lə/              english words ngsl
/gɑɚdn/              english words ngsl
/fɪks/               english words ngsl
/ə•hɛd/              english words ngsl
/krɑs/               english words ngsl
/jɛɚ/                english words ngsl
/wɛɪt/               english words ngsl
/liː•gəl/            english words ngsl
/prə•poʊ•zəl/        english words ngsl
/vɚʃn/               english words ngsl
/kɑn•və•sɛɪ•ʃən/     english words ngsl
/sʌm•bə•dɪ/          english words ngsl
/paʊnd/              english words ngsl
/mæ•gə•ziːn/         english words ngsl
/ʃɛɪp/               english words ngsl
/siː/                english words ngsl
/ɪ'miːdiːɚtlɪ/       english words ngsl
/wɛl•kəm/            english words ngsl
/smaɪl/              english words ngsl
/kə•mju•nɪ•kɛɪ•ʃən/  english words ngsl
/ɛɪ•dʒənt/           english words ngsl
/trə•dɪ•ʃə•nL/       english words ngsl
/rɪ•plɛɪs/           english words ngsl
/dʒʌdʒ/              english words ngsl
/hɚ•sɛlf/            english words ngsl
/sʌdnlɪ/             english words ngsl
/dʒɛ•nə•rɛɪ•ʃən/     english words ngsl
/ɛs•tɪ•mɛɪt/         english words ngsl
/feɪv•rət/           english words ngsl
/dɪ•fɪ•kəl•tɪ/       english words ngsl
/pɚ•tʃəs/            english words ngsl
/ʃut/                english words ngsl
/ə•naʊns/            english words ngsl
/ən•lɛs/             english words ngsl
/ɪn•dɪ•pɛn•dənt/     english words ngsl
/rɛ•kə•mɛnd/         english words ngsl
/sɚ•vɛɪ/             english words ngsl
/mə•dʒɑ•rɪ•tɪ/       english words ngsl
/stɪk/               english words ngsl
/rɪ•kwɛst/           english words ngsl
/rɪtʃ/               english words ngsl
/waɪnd/              english words ngsl
/noʊn/               english words ngsl
/ɪks•tʃɛɪndʒ/        english words ngsl
/bʌ•dʒɪt/            english words ngsl
/fɛɪ•məs/            english words ngsl
/blʌd/               english words ngsl
/ə•proʊ•prɪ•ɛɪt/     english words ngsl
/blɑk/               english words ngsl
/woɚm/               english words ngsl
/kaʊnt/              english words ngsl
/siːn/               english words ngsl
/raɪ•tə/             english words ngsl
/kən•tɛnt/           english words ngsl
/priː•vɛnt/          english words ngsl
/sɛɪf/               english words ngsl
/ɪn•vaɪt/            english words ngsl
/mɪks/               english words ngsl
/ɛ•lɪ•mənt/          english words ngsl
/ɪ•fɛk•tɪv/          english words ngsl
/kə•rɛkt/            english words ngsl
/mɛ•dɪ•kəl/          english words ngsl
/əd•mɪt/             english words ngsl
/biːt/               english words ngsl
/tɛ•lɪ•foʊn/         english words ngsl
/kɑ•pɪ/              english words ngsl
/kə•mɪ•tɪ/           english words ngsl
/ə•wɛɚ/              english words ngsl
/əd•vaɪs/            english words ngsl
/hæn•dl/             english words ngsl
/glɑɚs/              english words ngsl
/traɪ•əl/            english words ngsl
/strɛs/              english words ngsl
/rɛɪ•dɪ•oʊ/          english words ngsl
/əd•mɪ•nɪs•trɛɪ•ʃən/ english words ngsl
/kɑm•plɛks/          english words ngsl
/tɛkst/              english words ngsl
/kɑn•tɛkst/          english words ngsl
/raɪd/               english words ngsl
/dɪ•rɛk•tlɪ/         english words ngsl
/hɛ•vɪ/              english words ngsl
/rɪ•muv/             english words ngsl
/kən•dʌkt/           english words ngsl
/ɪ•kwɪp•mənt/        english words ngsl
/ʌ•ðə•waɪz/          english words ngsl
/taɪ•tl/             english words ngsl
/ɛks•trə/            english words ngsl
/ɪg•zɛ•kjʊ•tɪv/      english words ngsl
/tʃɛɚ/               english words ngsl
/ɪks•pɛn•sɪv/        english words ngsl
/sɑɚm•pl/            english words ngsl
/sɛks/               english words ngsl
/dɪ•lɪ•və/           english words ngsl
/vɪdɪoʊ/             english words ngsl
/kə•nɛk•ʃən/         english words ngsl
/praɪ•mə•rɪ/         english words ngsl
/wɛ•ðə/              english words ngsl
/kə•lɛkt/            english words ngsl
/ɪn•foɚm/            english words ngsl
/prɪn•sə•pl/         english words ngsl
/strɛɪt/             english words ngsl
/ə•piːl/             english words ngsl
/haɪ•lɪ/             english words ngsl
/trʌst/              english words ngsl
/wʌndəfəl/           english words ngsl
/flæt/               english words ngsl
/æb•sə•lut•lɪ/       english words ngsl
/floʊ/               english words ngsl
/fɛɚ/                english words ngsl
/ə•dɪ•ʃə•nL/         english words ngsl
/rɪs•pɑn•sə•bl/      english words ngsl
/fɑɚm/               english words ngsl
/kə•lɛk•ʃən/         english words ngsl
/hæŋ/                english words ngsl
/nɛ•gə•tɪv/          english words ngsl
/bænd/               english words ngsl
/rɛ•lə•tɪv/          english words ngsl
/tʊə/                english words ngsl
/oɚl•tɚ•nə•tɪv/      english words ngsl
/sɑftwɛɚ2/           english words ngsl
/pɛɚ/                english words ngsl
/ʃɪp/                english words ngsl
/æ•tɪ•tjud/          english words ngsl
/tʃiːp/              english words ngsl
/dʌ•bl/              english words ngsl
/lɛg/                english words ngsl
/əb•zɚv/             english words ngsl
/sɛn•təns/           english words ngsl
/prɪnt/              english words ngsl
/prə•grɛs/           english words ngsl
/truθ/               english words ngsl
/noʊ•bə•dɪ/          english words ngsl
/ɪg•zæ•mɪn/          english words ngsl
/lɛɪ/                english words ngsl
/spiːd/              english words ngsl
/pɑ•lɪ•tɪks/         english words ngsl
/rɪ•plaɪ/            english words ngsl
/dɪs•plɛɪ/           english words ngsl
/træns•fɚ/           english words ngsl
/pɚ•fɛkt/            english words ngsl
/slaɪtlɪ/            english words ngsl
/oʊ•və•roɚl/         english words ngsl
/ɪn•tɛnd/            english words ngsl
/ju•zə/              english words ngsl
/rɪs•pɑnd/           english words ngsl
/dɪ•nə/              english words ngsl
/sloʊ/               english words ngsl
/rɛ•gjʊ•lə/          english words ngsl
/fɪ•zɪ•kəl/          english words ngsl
/ə•pɑɚt/             english words ngsl
/sjut/               english words ngsl
/fɛ•də•rəl/          english words ngsl
/rɪ•viːl/            english words ngsl
/pɚ•sɛn•tɪdʒ/        english words ngsl
/piːs/               english words ngsl
/stɛɪ•təs/           english words ngsl
/kraɪm/              english words ngsl
/dɪ•klaɪn/           english words ngsl
/dɛ•kɛɪd/            english words ngsl
/loɚntʃ/             english words ngsl
/woɚn/               english words ngsl
/kən•sju•mə/         english words ngsl
/feɪ•vɚ/             english words ngsl
/draɪ/               english words ngsl
/pɑɚt•nə/            english words ngsl
/ɪn•stɪ•tju•ʃən/     english words ngsl
/spɑt/               english words ngsl
/hoɚs/               english words ngsl
/ɪ'vɛntʃʊəlɪ/        english words ngsl
/hiːt/               english words ngsl
/ɪk•saɪt/            english words ngsl
/riː•də/             english words ngsl
/ɪm•poɚ•təns/        english words ngsl
/dɪs•təns/           english words ngsl
/gaɪd/               english words ngsl
/grɑɚnt/             english words ngsl
/tæk•sɪ/             english words ngsl
/fiːd/               english words ngsl
/pɛɪn/               english words ngsl
/sɛk•tə/             english words ngsl
/mɪs•tɛɪk/           english words ngsl
/ɪn•ʃʊə/             english words ngsl
/sæ•tɪs•faɪ/         english words ngsl
/tʃiːf/              english words ngsl
/kul/                english words ngsl
/ɛk•spɚt/            english words ngsl
/wɛɪv/               english words ngsl
/saʊð/               english words ngsl
/leɪ•bɚ/             english words ngsl
/sɚ•fɪs/             english words ngsl
/laɪ•brə•rɪ/         english words ngsl
/ɛk•sə•lənt/         english words ngsl
/ɛdʒ/                english words ngsl
/kæmp/               english words ngsl
/oɚ•djəns/           english words ngsl
/lɪft/               english words ngsl
/prə•siː•dʒə/        english words ngsl
/iː•meɪl/            english words ngsl
/gloʊbl/             english words ngsl
/strʌ•gl/            english words ngsl
/æd•və•taɪz/         english words ngsl
/sɪ•lɛkt/            english words ngsl
/sə•raʊnd/           english words ngsl
/ɪks•tɛnt/           english words ngsl
/rɪ•və/              english words ngsl
/æ•njʊəl/            english words ngsl
/fʊlɪ/               english words ngsl
/kən•træst/          english words ngsl
/roʊl/               english words ngsl
/riː•æ•lɪ•tɪ/        english words ngsl
/foʊ•tə•grɑɚf/       english words ngsl
/ɑɚ•tɪst/            english words ngsl
/kən•flɪkt/          english words ngsl
/ɪn•taɪ•ə/           english words ngsl
/prɛ•zns/            english words ngsl
/kraʊd/              english words ngsl
/koɚ•nə/             english words ngsl
/gæs/                english words ngsl
/ʃɪft/               english words ngsl
/nɛt/                english words ngsl
/kæ•tɪ•gə•rɪ/        english words ngsl
/sɛ•krə•trɪ/         english words ngsl
/dɪ•fɛns/            english words ngsl
/kwɪk/               english words ngsl
/kʊk/                english words ngsl
/sprɛd/              english words ngsl
/njuk•liːɚ/          english words ngsl
/skɛɪl/              english words ngsl
/draɪ•və/            english words ngsl
/boɚl/               english words ngsl
/kraɪ/               english words ngsl
/ɪn•trə•dʌk•ʃən/     english words ngsl
/rɪ•kwaɪ•ə•mənt/     english words ngsl
/noɚθ/               english words ngsl
/kən•fɚm/            english words ngsl
/siː•njə/            english words ngsl
/foʊ•toʊ/            english words ngsl
/rɪ•fjuz/            english words ngsl
/træns•poɚt/         english words ngsl
/ɪ•mɚdʒ/             english words ngsl
/mæp/                english words ngsl
/kɑn•sɛpt/           english words ngsl
/aɪ•lənd/            english words ngsl
/riː•foɚm/           english words ngsl
/naɪ•ðə/             english words ngsl
/fʊt•boɚl/           english words ngsl
/sə•vaɪv/            english words ngsl
/flaɪt/              english words ngsl
/lɛft/               english words ngsl
/sɑlv/               english words ngsl
/neɪ•bɚ/             english words ngsl
/bæk•graʊnd/         english words ngsl
/tɛk•niːk/           english words ngsl
/træ•fɪk/            english words ngsl
/ɪm•pruv•mənt/       english words ngsl
/tul/                english words ngsl
/kɑn•sɪ•kwəns/       english words ngsl
/sɚ•kəm•stəns/       english words ngsl
/smoʊk/              english words ngsl
/riː•æk•ʃən/         english words ngsl
/rɛɪn/               english words ngsl
/bɪ•zɪ/              english words ngsl
/lɛ•sn/              english words ngsl
/brɛɪn/              english words ngsl
/mæs/                english words ngsl
/fʌ•nɪ/              english words ngsl
/kən•trɪ•bjut/       english words ngsl
/fɛɪ•ljə/            english words ngsl
/ʃɛ•djul/            english words ngsl
/spiː•kə/            english words ngsl
/bɑ•təm/             english words ngsl
/ə•dɑpt/             english words ngsl
/kəm•baɪn/           english words ngsl
/maʊn•tɪn/           english words ngsl
/wɛɪst/              english words ngsl
/haɪd/               english words ngsl
/mæ•rɪdʒ/            english words ngsl
/tɪ•kɪt/             english words ngsl
/miːl/               english words ngsl
/kɑ•liːg/            english words ngsl
/bæg/                english words ngsl
/rɪ•piːt/            english words ngsl
/iː•kwəl/            english words ngsl
/ɪks•prɛ•ʃən/        english words ngsl
/plʌs/               english words ngsl
/ɪk'striːmlɪ/        english words ngsl
/oʊ•nə/              english words ngsl
/plɛɪn/              english words ngsl
/kə•mɚ•ʃəl/          english words ngsl
/lɛɪ•dɪ/             english words ngsl
/dju•tɪ/             english words ngsl
/strɛŋθ/             english words ngsl
/kə•nɛkt/            english words ngsl
/kʌl•tʃə•rəl/        english words ngsl
/ə•rɛɪndʒ/           english words ngsl
/skiːm/              english words ngsl
/pɛɪ•mənt/           english words ngsl
/ʌn•foɚtʃ•nɪt•lɪ/    english words ngsl
/briːf/              english words ngsl
/bɚd/                english words ngsl
/dɛ•məns•trɛɪt/      english words ngsl
/kɑn•trɪ•bju•ʃən/    english words ngsl
/ə•priː•ʃɪ•ɛɪt/      english words ngsl
/tʃæp•tə/            english words ngsl
/siː•krɪt/           english words ngsl
/ə'pærəntlɪ/         english words ngsl
/nɑ•vəl/             english words ngsl
/juniːɚn/            english words ngsl
/bɚn/                english words ngsl
/trɛnd/              english words ngsl
/ɪ•nɪ•ʃəl/           english words ngsl
/plɛ•ʒə/             english words ngsl
/sə•dʒɛs•tʃən/       english words ngsl
/krɪ•tɪ•kəl/         english words ngsl
/gæ•ðə/              english words ngsl
/moʊs•tlɪ/           english words ngsl
/ɚθ/                 english words ngsl
/pɑp/                english words ngsl
/ɪ•sɛn•ʃəl/          english words ngsl
/dɪ•zaɪ•ə/           english words ngsl
/prə•moʊt/           english words ngsl
/kʌrəntlɪ/           english words ngsl
/ɪm•ploɪ/            english words ngsl
/pɑɚθ/               english words ngsl
/tɑ•pɪk/             english words ngsl
/biːtʃ/              english words ngsl
/ə•trækt/            english words ngsl
/ɪn•gɛɪdʒ/           english words ngsl
/paʊəfəl/            english words ngsl
/flaʊ•ə/             english words ngsl
/kraɪ•sɪs/           english words ngsl
/sɛ•tl/              english words ngsl
/boʊt/               english words ngsl
/ɛɪd/                english words ngsl
/fæn/                english words ngsl
/kɪ•tʃɪn/            english words ngsl
/twaɪs/              english words ngsl
/frɛʃ/               english words ngsl
/dɪ•lɛɪ/             english words ngsl
/sɛɪf•tɪ/            english words ngsl
/ɛn•dʒɪ•niːɚ/        english words ngsl
/kwaɪ•ət/            english words ngsl
/ɪn•ʃʊə•rəns/        english words ngsl
/nɚs/                english words ngsl
/dɪ•vaɪd/            english words ngsl
/lɛŋθ/               english words ngsl
/ɪn•vɛs•tɪ•gɛɪ•ʃən/  english words ngsl
/pæ•kɪdʒ/            english words ngsl
/sʌ•mwɛɚ/            english words ngsl
/ɪks•pænd/           english words ngsl
/kə•mɪt/             english words ngsl
/ɑb•viːɚs/           english words ngsl
/dʒʌmp/              english words ngsl
/wɛ•pən/             english words ngsl
/rɛlətɪvlɪ/          english words ngsl
/hoʊst/              english words ngsl
/wɪn•tə/             english words ngsl
/dɪs•trɪkt/          english words ngsl
/broɚd/              english words ngsl
/taɪ•ə/              english words ngsl
/sprɪŋ/              english words ngsl
/spɪ•rɪt/            english words ngsl
/lʌntʃ/              english words ngsl
/æk•tjʊəl/           english words ngsl
/pul/                english words ngsl
/bæ•tl/              english words ngsl
/trə•dɪ•ʃən/         english words ngsl
/kæʃ/                english words ngsl
/hɑɚdlɪ/             english words ngsl
/ə•woɚd/             english words ngsl
/koʊtʃ/              english words ngsl
/ɪks•pɛ•rɪ•mɛnt/     english words ngsl
/kən•sɪ•də•rɛɪ•ʃən/  english words ngsl
/strɛɪndʒ/           english words ngsl
/koʊd/               english words ngsl
/pɑsəblɪ/            english words ngsl
/θrɛt/               english words ngsl
/æk•sɪ•dənt/         english words ngsl
/ɪm•pɑ•sə•bl/        english words ngsl
/rɛ•vɪ•nju/          english words ngsl
/ɪ•nɛɪ•bl/           english words ngsl
/ə•frɛɪd/            english words ngsl
/æk•tɪv/             english words ngsl
/kən'klud/           english words ngsl
/rɪ•lɪ•dʒəs/         english words ngsl
/kæn•sə/             english words ngsl
/kən•vɪns/           english words ngsl
/vɛɚ•rɪ/             english words ngsl
/ɪn,vaɪərən'mɛntl/   english words ngsl
/sʌn/                english words ngsl
/hɛl•θɪ/             english words ngsl
/bloʊ/               english words ngsl
/vɑ•ljʊm/            english words ngsl
/loʊ•kɛɪ•ʃən/        english words ngsl
/ɪn•vɛst/            english words ngsl
/prə•siːd/           english words ngsl
/wɑʃ/                english words ngsl
/æk•tə/              english words ngsl
/glæd/               english words ngsl
/tɛɪp/               english words ngsl
/wɛɚr•æz/            english words ngsl
/ɑ•pə•zɪt/           english words ngsl
/stoʊn/              english words ngsl
/sʌm/                english words ngsl
/mɚ•də/              english words ngsl
/mɑ•nɪ•tə/           english words ngsl
/soʊl•dʒə/           english words ngsl
/faɪ•næns/           english words ngsl
/hɛɪt/               english words ngsl
/ɛg/                 english words ngsl
/kən•sɚt/            english words ngsl
/ʃɑk/                english words ngsl
/kʌm•fə•tə•bl/       english words ngsl
/ju•ʒʊəl/            english words ngsl
/kɛɚfəlɪ/            english words ngsl
/pæk/                english words ngsl
/rɪ•koɚl/            english words ngsl
/waɪn/               english words ngsl
/kæ•mə•rə/           english words ngsl
/swɪm/               english words ngsl
/mæ•njʊ•fæk•tʃə/     english words ngsl
/θiːə•θɚ/            english words ngsl
/saɪ•kl/             english words ngsl
/kɑ•fɪ/              english words ngsl
/toʊtəlɪ/            english words ngsl
/mju'ziːɚm/          english words ngsl
/vɪ•zɪ•tə/           english words ngsl
/friː•dəm/           english words ngsl
/kən•strʌk•ʃən/      english words ngsl
/diːɚ/               english words ngsl
/ɑb•dʒɛk•tɪv/        english words ngsl
/moɚ•roʊ•və/         english words ngsl
/ɑn•tʊ/              english words ngsl
/hɪs•tɑ•rɪ•kəl/      english words ngsl
/ə•poʊz/             english words ngsl
/brɑɚntʃ/            english words ngsl
/viː•ɪ•kl/           english words ngsl
/saɪ•ən•tɪst/        english words ngsl
/rut/                english words ngsl
/baɪnd/              english words ngsl
/bɪ•lɑŋ/             english words ngsl
/tɛɪst/              english words ngsl
/tə•naɪt/            english words ngsl
/fæ•ʃən/             english words ngsl
/dɛɪn•dʒə/           english words ngsl
/bɑm/                english words ngsl
/ɑɚ•mɪ/              english words ngsl
/dɛɪn•dʒrəs/         english words ngsl
/diː•kriːs/          english words ngsl
/hɚt/                english words ngsl
/kaʊn•sl/            english words ngsl
/ɛ•dɪ•tə/            english words ngsl
/noɚməlɪ/            english words ngsl
/saɪt/               english words ngsl
/dʒɛ•nə•rɛɪt/        english words ngsl
/gɪft/               english words ngsl
/dɪ•lɪ•və•rɪ/        english words ngsl
/dɪ•naɪ/             english words ngsl
/gɛst/               english words ngsl
/ɛ•nɪ•bɑ•dɪ/         english words ngsl
/bɛ•drʊm/            english words ngsl
/kwoʊt/              english words ngsl
/klaɪm/              english words ngsl
/bɛɪsɪklɪ/           english words ngsl
/vaɪ•ə•ləns/         english words ngsl
/mɪ•nɪs•tə/          english words ngsl
/mɛɪnlɪ/             english words ngsl
/maʊð/               english words ngsl
/noɪz/               english words ngsl
/mæ•nə/              english words ngsl
/gʌn/                english words ngsl
/skwɛɚ/              english words ngsl
/ə•kɛɪ•ʒən/          english words ngsl
/fə•mɪ•ljə/          english words ngsl
/ɪg•noɚ/             english words ngsl
/dɪs•troɪ/           english words ngsl
/ə•fɛɚ/              english words ngsl
/sɪ•vl/              english words ngsl
/loʊ•kɛɪt/           english words ngsl
/sɪ•tɪ•zn/           english words ngsl
/tɛm•prɪ•tʃə/        english words ngsl
/goʊld/              english words ngsl
/də•mɛs•tɪk/         english words ngsl
/loʊd/               english words ngsl
/bɪ•liːf/            english words ngsl
/trup/               english words ngsl
/tɛk•nɪ•kəl/         english words ngsl
/rɪ•maɪnd/           english words ngsl
/ə•rɛɪn•dʒmənt/      english words ngsl
/skɪn/               english words ngsl
/prɪ•zn/             english words ngsl
/swɪtʃ/              english words ngsl
/ə•kwaɪ•ə/           english words ngsl
/koɚ•pə•rɪt/         english words ngsl
/fɛɚlɪ/              english words ngsl
/wʊd/                english words ngsl
/pɑɚ•tɪ•sɪ•pɛɪt/     english words ngsl
/tʌf/                english words ngsl
/tɛɚ/,/tɪɚ/          english words ngsl
/rɛ•prɪ•zɛn•tə•tɪv/  english words ngsl
/kə•pæ•sɪ•tɪ/        english words ngsl
/boɚ•də/             english words ngsl
/ʃɛɪk/               english words ngsl
/ə•sɛs•mənt/         english words ngsl
/ʃu/                 english words ngsl
/oɚt/                english words ngsl
/æd/                 english words ngsl
/fiː/                english words ngsl
/hoɚl/               english words ngsl
/rɛ•gjʊ•lɛɪ•ʃən/     english words ngsl
/ɪs•kɛɪp/            english words ngsl
/stju•dɪ•oʊ/         english words ngsl
/prɑ•pə/             english words ngsl
/rɪ•læks/            english words ngsl
/tʊə•rɪst/           english words ngsl
/kəm•poʊ•nənt/       english words ngsl
/ə•foɚd/             english words ngsl
/loɚ•jə/             english words ngsl
/səs•pɛkt/           english words ngsl
/kʌp/                english words ngsl
/dɪs•krɪp•ʃən/       english words ngsl
/kɑn•fɪ•dəns/        english words ngsl
/ɪn•dʌs•triːɚl/      english words ngsl
/kəm•plɛɪn/          english words ngsl
/pə•spɛk•tɪv/        english words ngsl
/ɛ•rə/               english words ngsl
/ə•rɛst/             english words ngsl
/ə•sɛs/              english words ngsl
/rɛ•dʒɪs•tə/         english words ngsl
/æ•sɛt/              english words ngsl
/sɪg•nL/             english words ngsl
/fɪŋ•gə/             english words ngsl
/rɛ•lɪ•vənt/         english words ngsl
/ɪks•ploɚ/           english words ngsl
/liː•də•ʃɪp/         english words ngsl
/kə•mɪt•mənt/        english words ngsl
/wɛɪk/               english words ngsl
/nɛ•sɪ•sə•rɪ•lɪ/     english words ngsl
/braɪt/              english words ngsl
/frɛɪm/              english words ngsl
/sloʊlɪ/             english words ngsl
/bɑnd/               english words ngsl
/haɪ•ə/              english words ngsl
/hoʊl/               english words ngsl
/taɪ/                english words ngsl
/ɪn•tɚ•nL/           english words ngsl
/tʃɛɪn/              english words ngsl
/lɪ•tə•rɪ•tʃə/       english words ngsl
/vɪk•tɪm/            english words ngsl
/θrɛ•tn/             english words ngsl
/dɪ•vɪ•ʒən/          english words ngsl
/sɪ•kjʊə/            english words ngsl
/ə•mɛɪz/             english words ngsl
/dɪ•vaɪs/            english words ngsl
/bɚθ/                english words ngsl
/fɑ•rɪst/            english words ngsl
/lɛɪ•bl/             english words ngsl
/rut/                english words ngsl
/fæk•tə•rɪ/          english words ngsl
/ɪks•pɛns/           english words ngsl
/tʃæ•nL/             english words ngsl
/ɪn•vɛs•tɪ•gɛɪt/     english words ngsl
/rɛ•kə•mɛn•dɛɪ•ʃən/  english words ngsl
/ræŋk/               english words ngsl
/tɪ•pɪ•kəl/          english words ngsl
/wɛst/               english words ngsl
/frɛn•dlɪ/           english words ngsl
/rɛ•zɪ•dənt/         english words ngsl
/prə•vɪ•ʒən/         english words ngsl
/kɑn•sɛn•trɛɪt/      english words ngsl
/plɛn•tɪ/            english words ngsl
/ɛks•poɚt/           english words ngsl
/ɪn'taɪəlɪ/          english words ngsl
/strɑŋlɪ/            english words ngsl
/brɪdʒ/              english words ngsl
